State,Year,Type_code,Type,Gender,Age_group,Total
A & N Islands,2005,Causes,Drug Abuse/Addiction,Male,15-29,0
A & N Islands,2005,Causes,Fall in Social Reputation,Male,15-29,0
A & N Islands,2005,Causes,Love Affairs,Male,15-29,0
A & N Islands,2005,Causes,Failure in Examination,Male,15-29,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Male,15-29,2
A & N Islands,2005,Causes,Unemployment,Male,15-29,0
A & N Islands,2005,Causes,Death of Dear Person,Male,15-29,1
A & N Islands,2005,Causes,Family Problems,Male,15-29,0
A & N Islands,2005,Causes,Love Affairs,Female,30-44,0
A & N Islands,2005,Causes,Family Problems,Female,30-44,1
A & N Islands,2005,Causes,Unemployment,Female,30-44,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Female,30-44,2
A & N Islands,2005,Causes,Drug Abuse/Addiction,Female,30-44,0
A & N Islands,2005,Causes,Death of Dear Person,Female,30-44,0
A & N Islands,2005,Causes,Failure in Examination,Female,30-44,0
A & N Islands,2005,Causes,Fall in Social Reputation,Female,30-44,0
A & N Islands,2005,Causes,Drug Abuse/Addiction,Male,30-44,0
A & N Islands,2005,Causes,Love Affairs,Male,30-44,2
A & N Islands,2005,Causes,Unemployment,Male,30-44,0
A & N Islands,2005,Causes,Failure in Examination,Male,30-44,0
A & N Islands,2005,Causes,Family Problems,Male,30-44,1
A & N Islands,2005,Causes,Fall in Social Reputation,Male,30-44,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Male,30-44,4
A & N Islands,2005,Causes,Death of Dear Person,Male,30-44,0
A & N Islands,2005,Causes,Death of Dear Person,Female,45-59,0
A & N Islands,2005,Causes,Failure in Examination,Female,45-59,0
A & N Islands,2005,Causes,Fall in Social Reputation,Female,45-59,0
A & N Islands,2005,Causes,Family Problems,Female,45-59,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Female,45-59,2
A & N Islands,2005,Causes,Love Affairs,Female,45-59,0
A & N Islands,2005,Causes,Unemployment,Female,45-59,0
A & N Islands,2005,Causes,Drug Abuse/Addiction,Female,45-59,0
A & N Islands,2005,Causes,Love Affairs,Male,45-59,0
A & N Islands,2005,Causes,Fall in Social Reputation,Male,45-59,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Male,45-59,2
A & N Islands,2005,Causes,Death of Dear Person,Male,45-59,0
A & N Islands,2005,Causes,Family Problems,Male,45-59,0
A & N Islands,2005,Causes,Failure in Examination,Male,45-59,0
A & N Islands,2005,Causes,Unemployment,Male,45-59,0
A & N Islands,2005,Causes,Drug Abuse/Addiction,Male,45-59,0
A & N Islands,2005,Causes,Death of Dear Person,Female,60+,0
A & N Islands,2005,Causes,Drug Abuse/Addiction,Female,60+,0
A & N Islands,2005,Causes,Family Problems,Female,60+,0
A & N Islands,2005,Causes,Love Affairs,Female,60+,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Female,60+,1
A & N Islands,2005,Causes,Unemployment,Female,60+,0
A & N Islands,2005,Causes,Fall in Social Reputation,Female,60+,0
A & N Islands,2005,Causes,Failure in Examination,Female,60+,0
A & N Islands,2005,Causes,Fall in Social Reputation,Male,60+,0
A & N Islands,2005,Causes,Failure in Examination,Male,60+,0
A & N Islands,2005,Causes,Family Problems,Male,60+,1
A & N Islands,2005,Causes,Drug Abuse/Addiction,Male,60+,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Male,60+,1
A & N Islands,2005,Causes,Unemployment,Male,60+,0
A & N Islands,2005,Causes,Death of Dear Person,Male,60+,0
A & N Islands,2005,Causes,Love Affairs,Male,60+,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Female,0-14,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Male,0-14,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Female,15-29,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Male,15-29,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Female,30-44,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Male,30-44,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Female,45-59,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Male,45-59,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Female,60+,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Female,60+,0
A & N Islands,2005,Means_adopted,By Over Alcoholism,Male,60+,0
A & N Islands,2005,Means_adopted,By Overdose of sleeping pills,Male,60+,0
A & N Islands,2006,Causes,Failure in Examination,Female,0-14,0
A & N Islands,2006,Causes,Unemployment,Female,0-14,0
A & N Islands,2006,Causes,Fall in Social Reputation,Female,0-14,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Female,0-14,0
A & N Islands,2006,Causes,Family Problems,Female,0-14,0
A & N Islands,2006,Causes,Death of Dear Person,Female,0-14,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Female,0-14,0
A & N Islands,2006,Causes,Love Affairs,Female,0-14,1
A & N Islands,2006,Causes,Death of Dear Person,Male,0-14,0
A & N Islands,2006,Causes,Failure in Examination,Male,0-14,0
A & N Islands,2006,Causes,Fall in Social Reputation,Male,0-14,0
A & N Islands,2006,Causes,Family Problems,Male,0-14,0
A & N Islands,2006,Causes,Love Affairs,Male,0-14,0
A & N Islands,2006,Causes,Unemployment,Male,0-14,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Male,0-14,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Male,0-14,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Female,15-29,0
A & N Islands,2006,Causes,Fall in Social Reputation,Female,15-29,0
A & N Islands,2006,Causes,Love Affairs,Female,15-29,1
A & N Islands,2006,Causes,Failure in Examination,Female,15-29,0
A & N Islands,2006,Causes,Death of Dear Person,Female,15-29,0
A & N Islands,2006,Causes,Unemployment,Female,15-29,0
A & N Islands,2006,Causes,Family Problems,Female,15-29,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Female,15-29,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Male,15-29,0
A & N Islands,2006,Causes,Fall in Social Reputation,Male,15-29,0
A & N Islands,2006,Causes,Love Affairs,Male,15-29,1
A & N Islands,2006,Causes,Failure in Examination,Male,15-29,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Male,15-29,1
A & N Islands,2006,Causes,Unemployment,Male,15-29,2
A & N Islands,2006,Causes,Death of Dear Person,Male,15-29,0
A & N Islands,2006,Causes,Family Problems,Male,15-29,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Female,30-44,0
A & N Islands,2006,Causes,Love Affairs,Female,30-44,0
A & N Islands,2006,Causes,Unemployment,Female,30-44,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Female,30-44,3
A & N Islands,2006,Causes,Fall in Social Reputation,Female,30-44,0
A & N Islands,2006,Causes,Death of Dear Person,Female,30-44,0
A & N Islands,2006,Causes,Family Problems,Female,30-44,0
A & N Islands,2006,Causes,Failure in Examination,Female,30-44,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Male,30-44,4
A & N Islands,2006,Causes,Love Affairs,Male,30-44,1
A & N Islands,2006,Causes,Family Problems,Male,30-44,0
A & N Islands,2006,Causes,Failure in Examination,Male,30-44,0
A & N Islands,2006,Causes,Fall in Social Reputation,Male,30-44,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Male,30-44,0
A & N Islands,2006,Causes,Death of Dear Person,Male,30-44,0
A & N Islands,2006,Causes,Unemployment,Male,30-44,0
A & N Islands,2006,Causes,Fall in Social Reputation,Female,45-59,0
A & N Islands,2006,Causes,Death of Dear Person,Female,45-59,0
A & N Islands,2006,Causes,Family Problems,Female,45-59,0
A & N Islands,2006,Causes,Unemployment,Female,45-59,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Female,45-59,2
A & N Islands,2006,Causes,Drug Abuse/Addiction,Female,45-59,0
A & N Islands,2006,Causes,Failure in Examination,Female,45-59,0
A & N Islands,2006,Causes,Love Affairs,Female,45-59,0
A & N Islands,2006,Causes,Failure in Examination,Male,45-59,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Male,45-59,0
A & N Islands,2006,Causes,Family Problems,Male,45-59,0
A & N Islands,2006,Causes,Fall in Social Reputation,Male,45-59,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Male,45-59,9
A & N Islands,2006,Causes,Unemployment,Male,45-59,0
A & N Islands,2006,Causes,Death of Dear Person,Male,45-59,1
A & N Islands,2006,Causes,Love Affairs,Male,45-59,0
A & N Islands,2006,Causes,Love Affairs,Female,60+,0
A & N Islands,2006,Causes,Family Problems,Female,60+,0
A & N Islands,2006,Causes,Death of Dear Person,Female,60+,0
A & N Islands,2006,Causes,Unemployment,Female,60+,0
A & N Islands,2006,Causes,Failure in Examination,Female,60+,0
A & N Islands,2006,Causes,Drug Abuse/Addiction,Female,60+,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Female,60+,1
A & N Islands,2006,Causes,Fall in Social Reputation,Female,60+,0
A & N Islands,2006,Causes,Death of Dear Person,Male,60+,0
A & N Islands,2006,Causes,Fall in Social Reputation,Male,60+,0
A & N Islands,2006,Causes,Failure in Examination,Male,60+,0
A & N Islands,2006,Causes,Love Affairs,Male,60+,0
A & N Islands,2006,Causes,Family Problems,Male,60+,0
A & N Islands,2006,Causes,Unemployment,Male,60+,0
A & N Islands,2006,Causes,Insanity/Mental Illness,Male,60+,2
A & N Islands,2006,Causes,Drug Abuse/Addiction,Male,60+,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Female,0-14,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Male,0-14,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Female,15-29,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Male,15-29,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Female,30-44,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Male,30-44,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Female,45-59,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Male,45-59,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Female,60+,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Female,60+,0
A & N Islands,2006,Means_adopted,By Over Alcoholism,Male,60+,0
A & N Islands,2006,Means_adopted,By Overdose of sleeping pills,Male,60+,0
A & N Islands,2007,Causes,Failure in Examination,Female,0-14,2
A & N Islands,2007,Causes,Death of Dear Person,Female,0-14,0
A & N Islands,2007,Causes,Love Affairs,Female,0-14,1
A & N Islands,2007,Causes,Fall in Social Reputation,Female,0-14,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Female,0-14,0
A & N Islands,2007,Causes,Unemployment,Female,0-14,0
A & N Islands,2007,Causes,Family Problems,Female,0-14,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Female,0-14,0
A & N Islands,2007,Causes,Fall in Social Reputation,Male,0-14,0
A & N Islands,2007,Causes,Unemployment,Male,0-14,0
A & N Islands,2007,Causes,Love Affairs,Male,0-14,0
A & N Islands,2007,Causes,Death of Dear Person,Male,0-14,0
A & N Islands,2007,Causes,Family Problems,Male,0-14,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Male,0-14,0
A & N Islands,2007,Causes,Failure in Examination,Male,0-14,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Male,0-14,0
A & N Islands,2007,Causes,Family Problems,Female,15-29,0
A & N Islands,2007,Causes,Love Affairs,Female,15-29,4
A & N Islands,2007,Causes,Fall in Social Reputation,Female,15-29,0
A & N Islands,2007,Causes,Failure in Examination,Female,15-29,5
A & N Islands,2007,Causes,Drug Abuse/Addiction,Female,15-29,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Female,15-29,3
A & N Islands,2007,Causes,Death of Dear Person,Female,15-29,0
A & N Islands,2007,Causes,Unemployment,Female,15-29,0
A & N Islands,2007,Causes,Love Affairs,Male,15-29,3
A & N Islands,2007,Causes,Failure in Examination,Male,15-29,2
A & N Islands,2007,Causes,Insanity/Mental Illness,Male,15-29,3
A & N Islands,2007,Causes,Fall in Social Reputation,Male,15-29,2
A & N Islands,2007,Causes,Family Problems,Male,15-29,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Male,15-29,0
A & N Islands,2007,Causes,Death of Dear Person,Male,15-29,0
A & N Islands,2007,Causes,Unemployment,Male,15-29,3
A & N Islands,2007,Causes,Drug Abuse/Addiction,Female,30-44,0
A & N Islands,2007,Causes,Death of Dear Person,Female,30-44,0
A & N Islands,2007,Causes,Family Problems,Female,30-44,0
A & N Islands,2007,Causes,Unemployment,Female,30-44,0
A & N Islands,2007,Causes,Love Affairs,Female,30-44,1
A & N Islands,2007,Causes,Fall in Social Reputation,Female,30-44,0
A & N Islands,2007,Causes,Failure in Examination,Female,30-44,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Female,30-44,1
A & N Islands,2007,Causes,Love Affairs,Male,30-44,0
A & N Islands,2007,Causes,Death of Dear Person,Male,30-44,0
A & N Islands,2007,Causes,Family Problems,Male,30-44,1
A & N Islands,2007,Causes,Fall in Social Reputation,Male,30-44,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Male,30-44,9
A & N Islands,2007,Causes,Unemployment,Male,30-44,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Male,30-44,0
A & N Islands,2007,Causes,Failure in Examination,Male,30-44,0
A & N Islands,2007,Causes,Unemployment,Female,45-59,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Female,45-59,0
A & N Islands,2007,Causes,Fall in Social Reputation,Female,45-59,0
A & N Islands,2007,Causes,Love Affairs,Female,45-59,0
A & N Islands,2007,Causes,Death of Dear Person,Female,45-59,0
A & N Islands,2007,Causes,Family Problems,Female,45-59,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Female,45-59,2
A & N Islands,2007,Causes,Failure in Examination,Female,45-59,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Male,45-59,0
A & N Islands,2007,Causes,Death of Dear Person,Male,45-59,0
A & N Islands,2007,Causes,Failure in Examination,Male,45-59,0
A & N Islands,2007,Causes,Fall in Social Reputation,Male,45-59,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Male,45-59,7
A & N Islands,2007,Causes,Unemployment,Male,45-59,0
A & N Islands,2007,Causes,Family Problems,Male,45-59,2
A & N Islands,2007,Causes,Love Affairs,Male,45-59,0
A & N Islands,2007,Causes,Insanity/Mental Illness,Female,60+,0
A & N Islands,2007,Causes,Death of Dear Person,Female,60+,0
A & N Islands,2007,Causes,Family Problems,Female,60+,0
A & N Islands,2007,Causes,Love Affairs,Female,60+,0
A & N Islands,2007,Causes,Unemployment,Female,60+,0
A & N Islands,2007,Causes,Fall in Social Reputation,Female,60+,0
A & N Islands,2007,Causes,Failure in Examination,Female,60+,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Female,60+,0
A & N Islands,2007,Causes,Failure in Examination,Male,60+,0
A & N Islands,2007,Causes,Love Affairs,Male,60+,0
A & N Islands,2007,Causes,Unemployment,Male,60+,0
A & N Islands,2007,Causes,Drug Abuse/Addiction,Male,60+,0
A & N Islands,2007,Causes,Death of Dear Person,Male,60+,1
A & N Islands,2007,Causes,Fall in Social Reputation,Male,60+,0
A & N Islands,2007,Causes,Family Problems,Male,60+,1
A & N Islands,2007,Causes,Insanity/Mental Illness,Male,60+,1
A & N Islands,2007,Means_adopted,By Over Alcoholism,Female,0-14,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Male,0-14,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Female,15-29,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Male,15-29,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Female,30-44,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Male,30-44,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Female,45-59,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Male,45-59,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Female,60+,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Female,60+,0
A & N Islands,2007,Means_adopted,By Over Alcoholism,Male,60+,0
A & N Islands,2007,Means_adopted,By Overdose of sleeping pills,Male,60+,0
A & N Islands,2008,Causes,Insanity/Mental Illness,Female,0-14,0
A & N Islands,2008,Causes,Family Problems,Female,0-14,0
A & N Islands,2008,Causes,Failure in Examination,Female,0-14,0
A & N Islands,2008,Causes,Drug Abuse/Addiction,Female,0-14,0
A & N Islands,2008,Causes,Love Affairs,Female,0-14,0
A & N Islands,2008,Causes,Death of Dear Person,Female,0-14,0
A & N Islands,2008,Causes,Fall in Social Reputation,Female,0-14,0
A & N Islands,2008,Causes,Unemployment,Female,0-14,0
A & N Islands,2008,Causes,Death of Dear Person,Male,0-14,0
A & N Islands,2008,Causes,Drug Abuse/Addiction,Male,0-14,0
A & N Islands,2008,Causes,Failure in Examination,Male,0-14,0
A & N Islands,2008,Causes,Family Problems,Male,0-14,0
A & N Islands,2008,Causes,Fall in Social Reputation,Male,0-14,0
A & N Islands,2008,Causes,Insanity/Mental Illness,Male,0-14,0
A & N Islands,2008,Causes,Unemployment,Male,0-14,0
A & N Islands,2008,Causes,Love Affairs,Male,0-14,0
A & N Islands,2008,Causes,Fall in Social Reputation,Female,15-29,0
A & N Islands,2008,Causes,Death of Dear Person,Female,15-29,0
A & N Islands,2008,Causes,Family Problems,Female,15-29,0
A & N Islands,2008,Causes,Failure in Examination,Female,15-29,0
A & N Islands,2008,Causes,Unemployment,Female,15-29,0
A & N Islands,2008,Causes,Drug Abuse/Addiction,Female,15-29,0
